股票代码,股票名称,行业,模型,当前标签,当前分数,风险调整后分数,PE,PB,股息率,ROE,FCF收益率,市值,资金信号,资金来源,金融模型状态,周期归一化状态,normalized PE,normalized FCF收益率,周期字段缺口,周期下一步必查,便宜原因,风险信号,数据缺口
600999.SH,招商证券,证券,金融企业,字段缺失待补,10.0,10.0,12.09,1.29,2.68%,8.52%,-,1608.86亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,券商专属模型待补,非周期模型不适用,,,,,低PE；低PB；金融股低估值需用专属资产质量指标复核,金融行业仅粗筛，未接入不良率/拨备覆盖率/资本充足率等专属数据；关键数据缺失；财报质量不足；行业专属数据不足；关键数据缺失；券商模型待补：需补 PB、ROE、市场周期和经纪/投行/资管业务结构。,income不足3期；金融股专属指标未接入
002608.SZ,江苏国信,火力发电,周期公用事业,字段缺失待补,10.0,10.0,10.07,0.95,1.11%,5.28%,-,340.40亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,normalized PE 数据不足,数据不足,数据不足,normalized PE proxy:5年中有效年份少于3年,下一步重点复核：5 年利润中枢是否代表正常景气、当前利润是否处于周期高点、资本开支是否压低自由现金流、商品价格/产能/利用率是否支持盈利持续。,低PE；低PB；周期/类公用事业需用归一化利润复核,周期/类公用事业行业，当前PE可能不可直接外推；需行业模型复核：需复核煤电价差、容量电价、利用小时和政策定价。；关键数据缺失；财报质量不足；行业专属数据不足；ROE偏低或缺失；关键数据缺失；周期/公用事业未完成normalized_pe复核；ROE偏低，需验证盈利质量和资本回报可持续性；周期/类公用事业需复核商品周期、政策定价、资本开支和 normalized PE。,income不足3期；周期/公用事业 normalized PE 与周期变量未接入
605050.SH,福然德,仓储物流,普通企业,字段缺失待补,10.0,10.0,13.79,1.15,3.35%,-,-6.12%,51.20亿元,未接入/无明显信号,无,非金融企业不适用,非周期模型不适用,,,,,低PE；低PB,现金流弱于利润；关键数据缺失；OCF/净利润低于0.8；经营现金流连续多年弱于净利润；自由现金流为负；应收账款增速显著高于收入；存货增速显著高于收入；财报质量不足；ROE偏低或缺失；存在价值陷阱信号；关键数据缺失；FCF对分红覆盖不足；经营现金流连续弱于净利润,fina_indicator不足3期
002454.SZ,松芝股份,汽车配件,普通企业,字段缺失待补,9.0,9.0,21.32,1.18,4.56%,3.60%,-,48.09亿元,未接入/无明显信号,无,非金融企业不适用,非周期模型不适用,,,,,低PB；高股息,关键数据缺失；财报质量不足；ROE偏低或缺失；关键数据缺失；ROE偏低，需验证盈利质量和资本回报可持续性,income不足3期；balancesheet缺失；dividend缺失
002926.SZ,华西证券,证券,金融企业,字段缺失待补,9.0,9.0,13.89,0.86,1.51%,4.09%,-,217.09亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,券商专属模型待补,非周期模型不适用,,,,,低PE；低PB；金融股低估值需用专属资产质量指标复核,金融行业仅粗筛，未接入不良率/拨备覆盖率/资本充足率等专属数据；关键数据缺失；财报质量不足；行业专属数据不足；ROE偏低或缺失；扣非净利润5年CAGR为负；关键数据缺失；ROE偏低，需验证盈利质量和资本回报可持续性；券商模型待补：需补 PB、ROE、市场周期和经纪/投行/资管业务结构。,income不足3期；金融股专属指标未接入
002440.SZ,闰土股份,染料涂料,普通企业,字段缺失待补,9.0,9.0,13.93,1.11,1.46%,5.01%,-,112.18亿元,未接入/无明显信号,无,非金融企业不适用,非周期模型不适用,,,,,低PE；低PB,关键数据缺失；扣非净利润5年CAGR为负；财报质量不足；ROE偏低或缺失；扣非净利润5年CAGR为负；存在价值陷阱信号；关键数据缺失；ROE偏低，需验证盈利质量和资本回报可持续性,income不足3期
001323.SZ,慕思股份,家居用品,普通企业,字段缺失待补,9.0,9.0,16.03,1.76,7.74%,19.58%,2.00%,81.10亿元,未接入/无明显信号,无,非金融企业不适用,非周期模型不适用,,,,,低PB；高股息,ROE下滑；关键数据缺失；ROE连续下滑；营收5年CAGR为负；扣非净利润5年CAGR为负；应收账款增速显著高于收入；财报质量不足；营收5年CAGR为负；扣非净利润5年CAGR为负；存在价值陷阱信号；关键数据缺失,dividend缺失
002895.SZ,川恒股份,化工原料,普通企业,字段缺失待补,9.0,9.0,15.87,2.50,5.51%,15.94%,1.38%,197.89亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,非周期模型不适用,,,,,高股息,现金流弱于利润；关键数据缺失；OCF/净利润低于0.8；经营现金流连续多年弱于净利润；财报质量不足；存在价值陷阱信号；关键数据缺失；经营现金流连续弱于净利润,dividend缺失
002003.SZ,伟星股份,服饰,普通企业,字段缺失待补,8.5,8.5,16.64,2.27,5.59%,16.14%,-,106.05亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,非周期模型不适用,,,,,高股息,ROE下滑；关键数据缺失；ROE连续下滑；财报质量不足；存在价值陷阱信号；关键数据缺失,income不足3期
600428.SH,中远海特,水运,周期公用事业,字段缺失待补,8.5,8.5,12.21,1.31,3.41%,9.11%,-,224.73亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,normalized PE 数据不足,数据不足,数据不足,normalized PE proxy:5年中有效年份少于3年,下一步重点复核：5 年利润中枢是否代表正常景气、当前利润是否处于周期高点、资本开支是否压低自由现金流、商品价格/产能/利用率是否支持盈利持续。,低PE；低PB；周期/类公用事业需用归一化利润复核,周期/类公用事业行业，当前PE可能不可直接外推；需行业模型复核：需复核运价周期、船队供给和资本开支。；关键数据缺失；财报质量不足；行业专属数据不足；关键数据缺失；周期/公用事业未完成normalized_pe复核；周期/类公用事业需复核商品周期、政策定价、资本开支和 normalized PE。,income不足3期；周期/公用事业 normalized PE 与周期变量未接入
600216.SH,浙江医药,化学制药,普通企业,字段缺失待补,8.5,8.5,15.58,1.04,3.01%,8.55%,12.30%,117.03亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,非周期模型不适用,,,,,低PB；FCF收益率较高,ROE下滑；关键数据缺失；ROE连续下滑；营收5年CAGR为负；扣非净利润5年CAGR为负；财报质量不足；营收5年CAGR为负；扣非净利润5年CAGR为负；存在价值陷阱信号；关键数据缺失,dividend缺失
002404.SZ,嘉欣丝绸,纺织,普通企业,字段缺失待补,8.0,8.0,19.14,1.71,4.73%,-,-,35.51亿元,未接入/无明显信号,无,非金融企业不适用,非周期模型不适用,,,,,低PB；高股息,关键数据缺失；财报质量不足；ROE偏低或缺失；关键数据缺失,income不足3期；fina_indicator不足3期；balancesheet缺失；dividend缺失
002299.SZ,圣农发展,农业综合,普通企业,字段缺失待补,8.0,8.0,13.78,1.78,3.02%,-,-,204.74亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,非周期模型不适用,,,,,低PE；低PB,关键数据缺失；财报质量不足；ROE偏低或缺失；关键数据缺失,income不足3期；fina_indicator不足3期；balancesheet缺失；dividend缺失
002367.SZ,康力电梯,运输设备,普通企业,字段缺失待补,8.0,8.0,14.28,1.16,2.81%,-,-,42.52亿元,未接入/无明显信号,无,非金融企业不适用,非周期模型不适用,,,,,低PE；低PB,关键数据缺失；财报质量不足；ROE偏低或缺失；关键数据缺失,income不足3期；fina_indicator不足3期；balancesheet缺失；dividend缺失
002020.SZ,京新药业,化学制药,普通企业,字段缺失待补,8.0,8.0,14.04,1.75,2.69%,-,-,106.68亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,非周期模型不适用,,,,,低PE；低PB,关键数据缺失；财报质量不足；ROE偏低或缺失；关键数据缺失,income不足3期；fina_indicator不足3期；balancesheet缺失；dividend缺失
000791.SZ,甘肃能源,水力发电,周期公用事业,字段缺失待补,7.5,7.5,13.30,1.76,2.73%,-,-,273.78亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,normalized PE 数据不足,数据不足,数据不足,normalized PE proxy:5年中有效年份少于3年,下一步重点复核：5 年利润中枢是否代表正常景气、当前利润是否处于周期高点、资本开支是否压低自由现金流、商品价格/产能/利用率是否支持盈利持续。,低PE；低PB；周期/类公用事业需用归一化利润复核,周期/类公用事业行业，当前PE可能不可直接外推；需行业模型复核：需复核政策定价、资本开支、现金流稳定性和分红约束。；关键数据缺失；财报质量不足；行业专属数据不足；ROE偏低或缺失；关键数据缺失；周期/公用事业未完成normalized_pe复核；周期/类公用事业需复核商品周期、政策定价、资本开支和 normalized PE。,income不足3期；fina_indicator不足3期；balancesheet缺失；dividend缺失；周期/公用事业 normalized PE 与周期变量未接入
603998.SH,方盛制药,中成药,普通企业,字段缺失待补,7.0,7.0,13.94,2.46,4.62%,-,-,42.72亿元,未接入/无明显信号,无,非金融企业不适用,非周期模型不适用,,,,,低PE；高股息,关键数据缺失；财报质量不足；ROE偏低或缺失；关键数据缺失,income不足3期；fina_indicator不足3期；balancesheet缺失；dividend缺失
002216.SZ,三全食品,食品,普通企业,字段缺失待补,6.5,6.5,18.06,2.24,4.60%,-,-,109.37亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,非周期模型不适用,,,,,高股息,关键数据缺失；财报质量不足；ROE偏低或缺失；关键数据缺失,income不足3期；fina_indicator不足3期；balancesheet缺失；dividend缺失
601019.SH,山东出版,出版业,普通企业,字段缺失待补,6.5,6.5,12.44,0.93,0.85%,11.80%,-,146.71亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,非周期模型不适用,,,,,低PE；低PB,ROE下滑；关键数据缺失；ROE连续下滑；扣非净利润5年CAGR为负；财报质量不足；扣非净利润5年CAGR为负；存在价值陷阱信号；关键数据缺失,income不足3期
600853.SH,龙建股份,建筑工程,周期公用事业,字段缺失待补,6.0,6.0,8.77,0.95,1.19%,12.17%,-,34.06亿元,未接入/无明显信号,无,非金融企业不适用,normalized PE 数据不足,数据不足,数据不足,normalized PE proxy:5年中有效年份少于3年,下一步重点复核：5 年利润中枢是否代表正常景气、当前利润是否处于周期高点、资本开支是否压低自由现金流、商品价格/产能/利用率是否支持盈利持续。,低PE；低PB；周期/类公用事业需用归一化利润复核,ROE下滑；资产负债率偏高；周期/类公用事业行业，当前PE可能不可直接外推；需行业模型复核：需复核订单质量、回款、应收账款和地产/基建周期。；关键数据缺失；ROE连续下滑；财报质量不足；行业专属数据不足；存在价值陷阱信号；关键数据缺失；周期/公用事业未完成normalized_pe复核；资产负债率偏高；周期/类公用事业需复核商品周期、政策定价、资本开支和 normalized PE。,income不足3期；周期/公用事业 normalized PE 与周期变量未接入
001308.SZ,康冠科技,元器件,普通企业,字段缺失待补,3.5,3.5,31.94,1.77,4.74%,-,-0.80%,142.51亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,非周期模型不适用,,,,,低PB；高股息,现金流弱于利润；关键数据缺失；OCF/净利润低于0.8；经营现金流连续多年弱于净利润；自由现金流为负；财报质量不足；ROE偏低或缺失；存在价值陷阱信号；关键数据缺失；经营现金流连续弱于净利润,fina_indicator不足3期；balancesheet缺失；dividend缺失
